transaction_id,transaction_date,transaction_amount,sector,report_type,province,year,month,day,day_of_week,amount_zscore,month_day
TX-002190,2022-11-12,5511.077647080716,Banking,ETR,British Columbia,2022,11,12,5,-0.07906423406176803,1112
TX-002191,2022-09-04,357.19458717786256,Money Services,LCTR,Ontario,2022,9,4,6,-0.5266703592292914,904
TX-002192,2022-11-17,18365.90852605506,Banking,CDR,Quebec,2022,11,17,3,1.0373563312760088,1117
TX-002193,2022-09-07,1956.8064719995416,Casino,LCTR,Prince Edward Island,2022,9,7,2,-0.3877467419847731,907
TX-002194,2022-05-13,3161.137596804404,Banking,LCTR,Alberta,2022,5,13,4,-0.28315259773915064,513
TX-002195,2022-01-01,9052.204718918974,Securities,CDR,Ontario,2022,1,1,5,0.22847673047482692,101
TX-002196,2022-01-26,10264.24125827356,Banking,STR,Nova Scotia,2022,1,26,2,0.3337400770887073,126
TX-002197,2022-01-23,24731.62723035932,Money Services,STR,Ontario,2022,1,23,6,1.5902083556666755,123
TX-002198,2022-09-24,1644.7208503118604,Money Services,LCTR,Saskatchewan,2022,9,24,5,-0.4148508563429196,924
TX-002199,2022-02-05,3692.5227219168446,Banking,STR,Ontario,2022,2,5,5,-0.2370026882323326,205
TX-002200,2022-05-19,9883.71603913237,Banking,CDR,Manitoba,2022,5,19,3,0.30069209813989484,519
TX-002201,2022-03-19,14.346117989971765,Banking,STR,Ontario,2022,3,19,5,-0.5564461754496348,319
TX-002202,2022-03-23,1412.250050951187,Trust and Loan,STR,Ontario,2022,3,23,2,-0.4350405565179153,323
TX-002203,2022-12-29,2495.9840193356954,Securities,STR,Prince Edward Island,2022,12,29,3,-0.34092007363870985,1229
TX-002204,2022-11-29,3797.98024232,Banking,CDR,Alberta,2022,11,29,1,-0.2278438789367408,1129
TX-002205,2022-05-02,32973.02051679439,Banking,ETR,New Brunswick,2022,5,2,0,2.305959580917094,502
TX-002206,2022-09-01,12790.24312011666,Money Services,LCTR,Alberta,2022,9,1,3,0.5531191146811613,901
TX-002207,2022-12-05,755.234760574548,Casino,STR,Nova Scotia,2022,12,5,0,-0.49210123579278525,1205
TX-002208,2022-03-25,1447.7079496250412,Securities,ETR,Saskatchewan,2022,3,25,4,-0.43196109731259025,325
TX-002209,2022-02-26,6291.122465687753,Real Estate,LCTR,Ontario,2022,2,26,5,-0.011318645996314191,226
TX-002210,2022-12-12,32.309254465840986,Securities,LCTR,British Columbia,2022,12,12,0,-0.5548861070855748,1212
TX-002211,2022-06-17,2894.470420691617,Banking,LCTR,Ontario,2022,6,17,4,-0.30631219605014914,617
TX-002212,2022-10-23,432.1529194445484,Money Services,ETR,Quebec,2022,10,23,6,-0.5201603534210604,1023
TX-002213,2022-08-19,8240.029991676854,Securities,LCTR,Nova Scotia,2022,8,19,4,0.15794071357368136,819
TX-002214,2022-01-28,2001.447648733896,Money Services,LCTR,Newfoundland and Labrador,2022,1,28,4,-0.3838697304366377,128
TX-002215,2022-04-07,3823.85956433267,Banking,STR,Ontario,2022,4,7,3,-0.22559630309665718,407
TX-002216,2022-04-09,817.713074049764,Securities,ETR,Prince Edward Island,2022,4,9,5,-0.4866750987468721,409
TX-002217,2022-05-25,11655.043263454289,Money Services,LCTR,New Brunswick,2022,5,25,2,0.454528905468896,525
TX-002218,2022-01-15,901.8172412858228,Banking,CDR,Quebec,2022,1,15,5,-0.4793707924656808,115
TX-002219,2022-09-04,13867.809255415908,Securities,LCTR,Ontario,2022,9,4,6,0.6467039315710755,904
TX-002220,2022-08-14,7287.292940323396,Securities,LCTR,Ontario,2022,8,14,6,0.07519709387892413,814
TX-002221,2022-08-12,1447.59947181321,Trust and Loan,LCTR,Newfoundland and Labrador,2022,8,12,4,-0.43197051842914563,812
TX-002222,2022-08-29,32394.451532462528,Banking,STR,Ontario,2022,8,29,0,2.255711832140315,829
TX-002223,2022-02-09,691.6945430665855,Casino,ETR,British Columbia,2022,2,9,2,-0.49761959742817263,209
TX-002224,2022-09-01,1502.4031836485062,Banking,LCTR,Newfoundland and Labrador,2022,9,1,3,-0.42721090770180076,901
TX-002225,2022-01-23,2419.658319084543,Securities,STR,Nova Scotia,2022,1,23,6,-0.3475488330698096,123
TX-002226,2022-08-16,7293.6884874293155,Banking,STR,New Brunswick,2022,8,16,1,0.07575253645011454,816
TX-002227,2022-07-06,10744.363560939892,Banking,ETR,British Columbia,2022,7,6,2,0.3754378961903763,706
TX-002228,2022-06-22,180051.78841589025,Money Services,CDR,Ontario,2022,6,22,2,15.079504620367159,622
TX-002229,2022-01-26,2756.84433949547,Banking,LCTR,Prince Edward Island,2022,1,26,2,-0.31826479105671096,126
TX-002230,2022-04-06,1834.368596016842,Banking,STR,Manitoba,2022,4,6,2,-0.39838026676703525,406
TX-002231,2022-04-30,21913.4164170931,Banking,STR,Ontario,2022,4,30,5,1.3454514592897746,430
TX-002232,2022-04-19,13395.004206882571,Banking,STR,Manitoba,2022,4,19,1,0.6056416037545731,419
TX-002233,2022-11-06,2032.39522519886,Banking,LCTR,Ontario,2022,11,6,6,-0.38118198517276486,1106
TX-002234,2022-05-22,83.16359201135714,Banking,LCTR,Ontario,2022,5,22,6,-0.5504694929109532,522
TX-002235,2022-04-21,821.5128297143459,Banking,STR,Nova Scotia,2022,4,21,3,-0.4863450963215476,421
TX-002236,2022-06-24,10842.69376977209,Money Services,STR,Ontario,2022,6,24,4,0.3839777103946829,624
TX-002237,2022-12-12,1498.411887710187,Banking,LCTR,Newfoundland and Labrador,2022,12,12,0,-0.427557545079596,1212
TX-002238,2022-05-27,7348.459198085311,Banking,LCTR,Alberta,2022,5,27,4,0.08050928108022337,527
TX-002239,2022-12-29,447.7912796759243,Casino,ETR,Ontario,2022,12,29,3,-0.5188021879862257,1229
TX-002240,2022-10-01,1198.5451293509298,Banking,STR,British Columbia,2022,10,1,5,-0.45360047159067274,1001
TX-002241,2022-09-11,1558.6781351000557,Securities,ETR,Ontario,2022,9,11,6,-0.422323522274066,911
TX-002242,2022-10-06,143.80208372132498,Banking,STR,Ontario,2022,10,6,3,-0.5452031413087083,1006
TX-002243,2022-03-01,7894.842352489552,Money Services,ETR,Ontario,2022,3,1,1,0.12796174435056784,301
TX-002244,2022-03-04,1363.3514213541753,Banking,LCTR,New Brunswick,2022,3,4,4,-0.43928732072764354,304
TX-002245,2022-03-14,8333.09643827143,Banking,LCTR,Ontario,2022,3,14,0,0.16602337882998103,314
TX-002246,2022-07-17,7134.627241062859,Money Services,LCTR,Ontario,2022,7,17,6,0.06193833319348334,717
TX-002247,2022-02-07,382.6859796055748,Banking,ETR,Quebec,2022,2,7,0,-0.5244564744249458,207
TX-002248,2022-07-09,298.9982006847724,Real Estate,STR,Ontario,2022,7,9,5,-0.5317246180772628,709
TX-002249,2022-10-21,11559.665887379557,Securities,LCTR,Prince Edward Island,2022,10,21,4,0.44624553985169846,1021
TX-002250,2022-01-21,1741.7889288388567,Banking,LCTR,Ontario,2022,1,21,4,-0.4064206560450213,121
TX-002251,2022-06-15,10094.832550009842,Banking,STR,New Brunswick,2022,6,15,2,0.3190272140698503,615
TX-002252,2022-11-10,2345.350711791812,Trust and Loan,ETR,Manitoba,2022,11,10,3,-0.35400232450222796,1110
TX-002253,2022-11-07,2568.990207526194,Securities,LCTR,Ontario,2022,11,7,0,-0.3345796082790212,1107
TX-002254,2022-12-22,3300.946791603876,Banking,ETR,New Brunswick,2022,12,22,3,-0.27101040296685347,1222
TX-002255,2022-12-18,1769.1812475664117,Banking,STR,Quebec,2022,12,18,6,-0.4040416789703599,1218
TX-002256,2022-02-10,6298.132173303235,Real Estate,LCTR,Quebec,2022,2,10,3,-0.010709864611898741,210
TX-002257,2022-09-29,1228.8130374156526,Banking,LCTR,British Columbia,2022,9,29,3,-0.45097175439078485,929
TX-002258,2022-10-04,1351.1236198924205,Securities,LCTR,Quebec,2022,10,4,1,-0.4403492848366462,1004
TX-002259,2022-07-17,10022.716909874403,Securities,CDR,Ontario,2022,7,17,6,0.31276409131952393,717
TX-002260,2022-02-21,3523.1443126217287,Banking,STR,Quebec,2022,2,21,0,-0.25171291983643396,221
TX-002261,2022-08-19,3008.4526057505645,Securities,LCTR,Ontario,2022,8,19,4,-0.29641303388457907,819
TX-002262,2022-07-20,11938.785129054237,Money Services,LCTR,Ontario,2022,7,20,2,0.47917141200869146,720
TX-002263,2022-09-15,236.2509121447265,Securities,STR,Quebec,2022,9,15,3,-0.5371741151577626,915
TX-002264,2022-07-12,16347.820570844657,Securities,STR,Ontario,2022,7,12,1,0.8620887671151708,712
TX-002265,2022-11-30,98.34947891105284,Banking,LCTR,Quebec,2022,11,30,2,-0.5491506240283259,1130
TX-002266,2022-01-19,622.1801041608433,Banking,LCTR,Ontario,2022,1,19,2,-0.5036568102015607,119
TX-002267,2022-08-04,1000.9270209605114,Real Estate,CDR,Ontario,2022,8,4,3,-0.4707632738373419,804
TX-002268,2022-03-19,1473.0466587051171,Money Services,CDR,Saskatchewan,2022,3,19,5,-0.429760472801662,319
TX-002269,2022-09-30,10718.809385476588,Securities,STR,Ontario,2022,9,30,4,0.37321855878437865,930
TX-002270,2022-06-23,4684.276865507857,Securities,LCTR,Ontario,2022,6,23,3,-0.15087049932310728,623
TX-002271,2022-09-01,26037.867986397094,Securities,ETR,Prince Edward Island,2022,9,1,3,1.7036531809664148,901
TX-002272,2022-02-16,762.9285833015853,Securities,LCTR,Manitoba,2022,2,16,2,-0.4914330401549432,216
TX-002273,2022-01-28,1473.3577627398176,Money Services,LCTR,Ontario,2022,1,28,4,-0.42973345393649226,128
TX-002274,2022-11-11,5761.990606512464,Real Estate,ETR,Quebec,2022,11,11,4,-0.05727286312451635,1111
TX-002275,2022-09-20,3160.6534039907874,Money Services,STR,Ontario,2022,9,20,1,-0.2831946490753214,920
TX-002276,2022-01-24,2665.780025531781,Securities,LCTR,Alberta,2022,1,24,0,-0.326173574442086,124
TX-002277,2022-09-02,3329.10957461509,Money Services,LCTR,Ontario,2022,9,2,4,-0.26856451235756584,902
TX-002278,2022-07-21,1191.4917722414689,Money Services,STR,Quebec,2022,7,21,3,-0.4542130438606474,721
TX-002279,2022-01-27,6826.237552270475,Banking,STR,Ontario,2022,1,27,3,0.03515520442676677,127
TX-002280,2022-04-02,12976.50621397134,Money Services,STR,Manitoba,2022,4,2,5,0.5692957529038335,402
TX-002281,2022-10-08,60.10239721165212,Securities,STR,Quebec,2022,10,8,5,-0.5524723191152062,1008
TX-002282,2022-12-08,2167.915543591239,Banking,ETR,New Brunswick,2022,12,8,3,-0.36941227214434685,1208
TX-002283,2022-11-12,6769.783521319752,Banking,CDR,British Columbia,2022,11,12,5,0.03025226624399457,1112
TX-002284,2022-04-13,13237.751101007449,Banking,STR,Ontario,2022,4,13,2,0.5919844344759498,413
TX-002285,2022-08-05,587.4672002761062,Banking,STR,Manitoba,2022,8,5,4,-0.506671567855269,805
TX-002286,2022-11-14,413.09909714885686,Securities,LCTR,Ontario,2022,11,14,0,-0.5218151460246717,1114
TX-002287,2022-12-13,7404.131814753332,Banking,ETR,British Columbia,2022,12,13,1,0.08534435473926356,1213
TX-002288,2022-09-27,1436.9426349786486,Banking,STR,British Columbia,2022,9,27,1,-0.43289604688732347,927
TX-002289,2022-11-30,1730.8919825653702,Banking,CDR,Manitoba,2022,11,30,2,-0.4073670376064466,1130
TX-002290,2022-08-04,2223.3817387040517,Securities,LCTR,British Columbia,2022,8,4,3,-0.36459512585218784,804
TX-002291,2022-03-12,1985.5757199877644,Real Estate,ETR,Ontario,2022,3,12,5,-0.3852481809063938,312
TX-002292,2022-12-11,11744.119005845116,Securities,ETR,British Columbia,2022,12,11,6,0.4622649847385584,1211
TX-002293,2022-01-17,907.3521198741896,Banking,ETR,British Columbia,2022,1,17,0,-0.4788900975159863,117
TX-002294,2022-09-21,335.23928564786144,Money Services,STR,Quebec,2022,9,21,2,-0.5285771404524016,921
TX-002295,2022-06-18,3362.311214491918,Banking,ETR,New Brunswick,2022,6,18,5,-0.265681005455732,618
TX-002296,2022-09-01,5241.833369624389,Banking,LCTR,British Columbia,2022,9,1,3,-0.10244764931489325,901
TX-002297,2022-08-26,3180.681850977176,Banking,STR,Quebec,2022,8,26,4,-0.2814552119471399,826
TX-002298,2022-12-27,6296.394298129085,Banking,ETR,Ontario,2022,12,27,1,-0.010860796164610515,1227
TX-002299,2022-07-12,513.170911421672,Real Estate,STR,Saskatchewan,2022,7,12,1,-0.5131240763002486,712
TX-002300,2022-08-28,6150.1867272804175,Securities,STR,British Columbia,2022,8,28,6,-0.02355867919709082,828
TX-002301,2022-09-19,5542.170591555134,Casino,STR,Nova Scotia,2022,9,19,0,-0.07636386382936593,919
TX-002302,2022-02-15,25898.224812298013,Securities,CDR,Ontario,2022,2,15,1,1.6915254048143185,215
TX-002303,2022-10-25,4925.921606214645,Banking,ETR,Quebec,2022,10,25,1,-0.12988405768333228,1025
TX-002304,2022-06-06,8550.900234464887,Banking,ETR,British Columbia,2022,6,6,0,0.18493927430681165,606
TX-002305,2022-09-02,912.8103563642176,Money Services,STR,Alberta,2022,9,2,4,-0.4784160588043676,902
TX-002306,2022-09-18,416.3496379490339,Securities,ETR,Alberta,2022,9,18,6,-0.5215328419918958,918
TX-002307,2022-05-18,4358.328198967533,Money Services,STR,British Columbia,2022,5,18,2,-0.17917859594421798,518
TX-002308,2022-12-02,8205.582315395777,Securities,LCTR,Prince Edward Island,2022,12,2,4,0.15494899049382382,1202
TX-002309,2022-10-18,1256.5695694691017,Banking,CDR,Ontario,2022,10,18,1,-0.44856114599782554,1018
TX-002310,2022-08-11,6193.062265148881,Banking,LCTR,Ontario,2022,8,11,3,-0.019835010431866997,811
TX-002311,2022-01-18,2333.0024626339173,Banking,ETR,Ontario,2022,1,18,1,-0.35507474929222166,118
TX-002312,2022-01-25,104.40719783233688,Real Estate,ETR,Ontario,2022,1,25,1,-0.5486245212700377,125
TX-002313,2022-09-27,931.7005219569352,Banking,CDR,Ontario,2022,9,27,1,-0.4767754795117345,927
TX-002314,2022-01-16,28860.855601624,Securities,ETR,Ontario,2022,1,16,6,1.9488249346055904,116
TX-002315,2022-11-24,11626.352287893136,Securities,ETR,Manitoba,2022,11,24,3,0.4520371422199166,1124
TX-002316,2022-08-10,417.33388783314007,Banking,LCTR,Ontario,2022,8,10,2,-0.5214473615353739,810
TX-002317,2022-10-30,222.9283905690993,Securities,LCTR,Ontario,2022,10,30,6,-0.5383311538780086,1030
TX-002318,2022-08-20,2694.998418832364,Banking,STR,Prince Edward Island,2022,8,20,5,-0.32363600584441177,820
TX-002319,2022-02-05,9600.0564189888,Money Services,CDR,New Brunswick,2022,2,5,5,0.2760567344804507,205
TX-002320,2022-01-17,2542.8878931850886,Casino,STR,British Columbia,2022,1,17,0,-0.33684655062993035,117
TX-002321,2022-03-19,11134.674980920156,Securities,ETR,Saskatchewan,2022,3,19,5,0.40933579031708023,319
TX-002322,2022-05-15,1409.8581107668351,Real Estate,LCTR,Nova Scotia,2022,5,15,6,-0.4352482925230023,515
TX-002323,2022-02-13,2309.00742198171,Trust and Loan,STR,Nova Scotia,2022,2,13,6,-0.35715867844714005,213
TX-002324,2022-10-21,4429.922241982545,Securities,LCTR,Alberta,2022,10,21,4,-0.17296077303155952,1021
TX-002325,2022-11-20,1127.8256986913605,Money Services,STR,British Columbia,2022,11,20,6,-0.45974233588283225,1120
TX-002326,2022-04-08,10532.07059722438,Securities,LCTR,British Columbia,2022,4,8,4,0.35700060729876126,408
TX-002327,2022-08-29,3138.690952021544,Banking,CDR,Quebec,2022,8,29,0,-0.28510205130212246,829
TX-002328,2022-03-20,4267.951789188951,Casino,LCTR,Ontario,2022,3,20,6,-0.18702763600146483,320
TX-002329,2022-01-05,724.2195698155807,Money Services,CDR,British Columbia,2022,1,5,2,-0.49479485324502415,105
TX-002330,2022-11-27,2553.1452102301832,Casino,STR,Manitoba,2022,11,27,6,-0.33595571979737043,1127
TX-002331,2022-04-25,324.4759236036665,Banking,LCTR,Ontario,2022,4,25,0,-0.5295119204468992,425
TX-002332,2022-05-22,2843.950561680588,Trust and Loan,LCTR,Alberta,2022,5,22,6,-0.3106997613233827,522
TX-002333,2022-11-29,2387.218357566585,Banking,CDR,Quebec,2022,11,29,1,-0.35036618947989284,1129
TX-002334,2022-08-15,12824.874396224932,Real Estate,LCTR,British Columbia,2022,8,15,0,0.5561267830989857,815
TX-002335,2022-11-11,2441.753495855523,Trust and Loan,STR,Ontario,2022,11,11,4,-0.3456299039159269,1111
TX-002336,2022-08-28,105.13286550108305,Banking,LCTR,Ontario,2022,8,28,6,-0.5485614982465055,828
TX-002337,2022-03-28,1668.075814576544,Banking,LCTR,Alberta,2022,3,28,0,-0.41282251675188936,328
TX-002338,2022-05-02,1059.221155728418,Trust and Loan,STR,Prince Edward Island,2022,5,2,0,-0.46570052571516235,502
TX-002339,2022-06-02,864.1637919879975,Banking,CDR,Quebec,2022,6,2,3,-0.4826409315711864,602
TX-002340,2022-07-16,6238.450192436431,Securities,ETR,New Brunswick,2022,7,16,5,-0.015893144846940713,716
TX-002341,2022-08-31,7251.230929553838,Real Estate,CDR,Newfoundland and Labrador,2022,8,31,2,0.0720651685483142,831
TX-002342,2022-10-15,669.2044512643225,Securities,LCTR,British Columbia,2022,10,15,5,-0.4995728242921253,1015
TX-002343,2022-09-04,2181.297225162595,Securities,STR,Quebec,2022,9,4,6,-0.3682500954774022,904
TX-002344,2022-05-02,2684.252423695075,Real Estate,ETR,Ontario,2022,5,2,0,-0.3245692775520864,502
TX-002345,2022-11-22,7661.599753768033,Securities,LCTR,Nova Scotia,2022,11,22,1,0.1077050146917249,1122
TX-002346,2022-04-05,1010.2042946881128,Banking,STR,Quebec,2022,4,5,1,-0.46995755812802803,405
TX-002347,2022-03-10,9089.037480117342,Banking,LCTR,British Columbia,2022,3,10,3,0.231675594191291,310
TX-002348,2022-09-06,12645.009893240587,Securities,CDR,Ontario,2022,9,6,1,0.5405058517933533,906
TX-002349,2022-03-24,14245.124161005657,Securities,CDR,Ontario,2022,3,24,3,0.6794731001563947,324
TX-002350,2022-05-07,1058.2652743158303,Securities,STR,Quebec,2022,5,7,5,-0.46578354241737213,507
TX-002351,2022-03-03,5696.832591524799,Securities,LCTR,Ontario,2022,3,3,3,-0.06293172776565278,303
TX-002352,2022-06-27,2228.433520646911,Securities,ETR,Ontario,2022,6,27,0,-0.3641563870382969,627
TX-002353,2022-01-29,19183.20179994255,Securities,CDR,Ontario,2022,1,29,5,1.1083368853938111,129
TX-002354,2022-05-12,15844.577757542302,Securities,LCTR,Ontario,2022,5,12,3,0.8183829703280554,512
TX-002355,2022-07-12,2851.838652253449,Banking,ETR,Ontario,2022,7,12,1,-0.31001469384799546,712
TX-002356,2022-03-06,9.835248956620024,Securities,ETR,Prince Edward Island,2022,3,6,6,-0.5568379368818771,306
TX-002357,2022-08-08,1324.9561530479048,Money Services,LCTR,Alberta,2022,8,8,0,-0.44262188557352516,808
TX-002358,2022-06-15,4073.787153008604,Money Services,CDR,Ontario,2022,6,15,2,-0.20389050996176092,615
TX-002359,2022-06-11,2805.902603861954,Banking,LCTR,Prince Edward Island,2022,6,11,5,-0.31400416283420335,611
TX-002360,2022-06-09,757.4235250063576,Banking,STR,Ontario,2022,6,9,3,-0.49191114526204566,609
TX-002361,2022-07-29,583.2926976355824,Securities,LCTR,Nova Scotia,2022,7,29,4,-0.5070341164287832,729
TX-002362,2022-01-05,2047.405228671617,Banking,STR,Manitoba,2022,1,5,2,-0.3798783914716462,105
TX-002363,2022-05-05,9559.645108082275,Banking,STR,Alberta,2022,5,5,3,0.2725470797060659,505
TX-002364,2022-05-29,1538.8084230556642,Banking,LCTR,Newfoundland and Labrador,2022,5,29,6,-0.4240491735379796,529
TX-002365,2022-03-24,27611.36348076651,Securities,ETR,Alberta,2022,3,24,3,1.8403086333733087,324
TX-002366,2022-12-05,1365.4771630080686,Banking,ETR,Saskatchewan,2022,12,5,0,-0.43910270361977605,1205
TX-002367,2022-07-26,2119.8744045325425,Money Services,ETR,Newfoundland and Labrador,2022,7,26,1,-0.3735845647347617,726
TX-002368,2022-09-16,3887.385920827848,Securities,LCTR,Saskatchewan,2022,9,16,4,-0.22007914526705105,916
TX-002369,2022-12-27,6996.265468217173,Securities,STR,Ontario,2022,12,27,1,0.049921844597420044,1227
TX-002370,2022-04-20,10139.524942532607,Money Services,CDR,Manitoba,2022,4,20,2,0.32290867362356357,420
TX-002371,2022-01-06,1902.6812671915727,Trust and Loan,LCTR,Nova Scotia,2022,1,6,3,-0.3924474255114286,106
TX-002372,2022-11-26,14897.6147356721,Securities,LCTR,Quebec,2022,11,26,5,0.7361408154382936,1126
TX-002373,2022-05-20,4009.270704192138,Real Estate,CDR,Ontario,2022,5,20,4,-0.20949365565378822,520
TX-002374,2022-04-19,2604.0115188752334,Money Services,STR,Newfoundland and Labrador,2022,4,19,1,-0.33153806595277285,419
TX-002375,2022-03-01,142.47837926919306,Real Estate,LCTR,Ontario,2022,3,1,1,-0.5453181028268101,301
TX-002376,2022-03-17,2682.5402176712123,Real Estate,ETR,Manitoba,2022,3,17,3,-0.32471797978202105,317
TX-002377,2022-09-16,22876.76357737231,Real Estate,LCTR,Nova Scotia,2022,9,16,4,1.4291165492019702,916
TX-002378,2022-08-06,15117.184248500163,Money Services,CDR,Prince Edward Island,2022,8,6,5,0.7552100604521188,806
TX-002379,2022-05-31,507.4728778421012,Banking,STR,Ontario,2022,5,31,1,-0.5136189409880931,531
TX-002380,2022-11-01,2884.1141533336568,Banking,ETR,Quebec,2022,11,1,1,-0.3072116205519117,1101
TX-002381,2022-05-29,732.6517946405886,Money Services,LCTR,British Columbia,2022,5,29,6,-0.49406252861976696,529
TX-002382,2022-07-26,818.1651033651938,Casino,STR,Saskatchewan,2022,7,26,1,-0.48663584075673333,726
TX-002383,2022-06-13,1232.71375035523,Banking,ETR,Prince Edward Island,2022,6,13,0,-0.45063298399495283,613
TX-002384,2022-06-17,1880.549239935676,Securities,STR,Alberta,2022,6,17,4,-0.39436955506830296,617
TX-002385,2022-09-28,4764.765813951397,Banking,LCTR,Ontario,2022,9,28,2,-0.1438801687484938,928
TX-002386,2022-10-25,3818.656222210621,Money Services,CDR,Ontario,2022,10,25,1,-0.22604820465866415,1025
TX-002387,2022-08-27,1705.305235115182,Banking,LCTR,Ontario,2022,8,27,5,-0.4095892038350367,827
TX-002388,2022-12-12,5605.654046651432,Trust and Loan,STR,Ontario,2022,12,12,0,-0.07085043191451065,1212
TX-002389,2022-03-27,5887.806218279219,Money Services,ETR,Newfoundland and Labrador,2022,3,27,6,-0.04634598763783036,327
TX-002390,2022-05-12,4751.396221170072,Banking,STR,Quebec,2022,5,12,3,-0.14504129552423975,512
TX-002391,2022-07-22,8447.08919550747,Banking,LCTR,Ontario,2022,7,22,4,0.17592345917145225,722
TX-002392,2022-09-18,4521.232051210622,Casino,CDR,Quebec,2022,9,18,6,-0.16503066879300202,918
TX-002393,2022-04-01,1255.9255864155027,Banking,CDR,Saskatchewan,2022,4,1,4,-0.44861707484912944,401
TX-002394,2022-10-03,158.00098992795552,Banking,ETR,Manitoba,2022,10,3,0,-0.5439699900487946,1003
TX-002395,2022-04-23,2540.9411144699634,Money Services,LCTR,Nova Scotia,2022,4,23,5,-0.3370156251058367,423
TX-002396,2022-09-30,2496.430041489244,Banking,LCTR,Ontario,2022,9,30,4,-0.34088133736053505,930
TX-002397,2022-02-24,2465.397720460518,Money Services,CDR,Manitoba,2022,2,24,3,-0.3435764425480564,224
TX-002398,2022-04-21,2217.3743887523665,Banking,LCTR,Quebec,2022,4,21,3,-0.36511685414969597,421
TX-002399,2022-10-28,861.9944756162679,Securities,LCTR,Quebec,2022,10,28,4,-0.4828293330704302,1028
TX-002400,2022-03-23,5599.114332177235,Banking,LCTR,Ontario,2022,3,23,2,-0.0714183951805519,323
TX-002401,2022-07-30,5550.199859908232,Banking,LCTR,Saskatchewan,2022,7,30,5,-0.07566653529984975,730
TX-002402,2022-07-09,1855.012032721828,Securities,CDR,Saskatchewan,2022,7,9,5,-0.39658741881021065,709
TX-002403,2022-07-28,15296.023686236029,Banking,CDR,Alberta,2022,7,28,3,0.770741966555087,728
TX-002404,2022-09-06,2265.6621637059307,Banking,ETR,Ontario,2022,9,6,1,-0.36092314164424893,906
TX-002405,2022-11-11,2595.2956830180374,Money Services,ETR,Ontario,2022,11,11,4,-0.3322950217219069,1111
TX-002406,2022-03-19,4990.382668648949,Real Estate,LCTR,Prince Edward Island,2022,3,19,5,-0.12428572220597582,319
TX-002407,2022-05-24,3930.2861684019153,Banking,STR,New Brunswick,2022,5,24,1,-0.21635333050521638,524
TX-002408,2022-10-18,4488.620133346917,Casino,ETR,Manitoba,2022,10,18,1,-0.1678629593241592,1018
TX-002409,2022-11-03,6063.502373787324,Real Estate,LCTR,British Columbia,2022,11,3,3,-0.03108707033998699,1103
TX-002410,2022-02-27,22450.70115737308,Banking,LCTR,Ontario,2022,2,27,6,1.3921137405082575,227
TX-002411,2022-05-30,15602.523089461578,Securities,STR,Quebec,2022,5,30,0,0.7973609271813554,530
TX-002412,2022-07-24,45.151586153495685,Securities,STR,Ontario,2022,7,24,6,-0.5537707720541014,724
TX-002413,2022-03-06,1863.4746450768212,Banking,STR,Ontario,2022,3,6,6,-0.3958524550787897,306
TX-002414,2022-08-31,93.950595513681,Banking,CDR,British Columbia,2022,8,31,2,-0.5495326596953515,831
TX-002415,2022-07-10,2924.661348591584,Casino,ETR,Manitoba,2022,7,10,6,-0.30369016444884017,710
TX-002416,2022-10-23,23573.080836665704,Real Estate,ETR,Ontario,2022,10,23,6,1.489590538754512,1023
TX-002417,2022-02-22,5046.848773884079,Casino,ETR,Alberta,2022,2,22,1,-0.11938173539179416,222
TX-002418,2022-07-11,193.13474212868664,Real Estate,LCTR,Nova Scotia,2022,7,11,0,-0.5409186824226061,711
TX-002419,2022-09-16,7881.504930278978,Banking,ETR,Manitoba,2022,9,16,4,0.12680341153509436,916
TX-002420,2022-04-22,13883.601201953945,Money Services,STR,Ontario,2022,4,22,4,0.6480754357198089,422
TX-002421,2022-05-16,710.1362829864754,Securities,ETR,Quebec,2022,5,16,0,-0.4960179631553444,516
TX-002422,2022-09-23,773.2080236360606,Securities,ETR,Newfoundland and Labrador,2022,9,23,4,-0.4905402879516963,923
TX-002423,2022-05-09,502.8373141481879,Securities,ETR,Ontario,2022,5,9,0,-0.5140215319430844,509
TX-002424,2022-06-14,2208.325900960959,Banking,STR,Ontario,2022,6,14,1,-0.36590270018303883,614
TX-002425,2022-08-03,479.7204443144243,Real Estate,ETR,Ontario,2022,8,3,2,-0.5160291934309429,803
TX-002426,2022-09-04,1960.8872112412932,Banking,STR,Prince Edward Island,2022,9,4,6,-0.3873923366056464,904
TX-002427,2022-04-09,6858.575966389677,Securities,CDR,New Brunswick,2022,4,9,5,0.03796374161508076,409
TX-002428,2022-01-26,1039.1386750771226,Securities,STR,Nova Scotia,2022,1,26,2,-0.4674446555767831,126
TX-002429,2022-08-08,17131.293267786823,Securities,ETR,Ontario,2022,8,8,0,0.9301320606817584,808
TX-002430,2022-04-26,12510.247541973878,Securities,LCTR,Newfoundland and Labrador,2022,4,26,1,0.5288019669422885,426
TX-002431,2022-10-05,5947.363633031013,Banking,LCTR,Alberta,2022,10,5,2,-0.0411735257615712,1005
TX-002432,2022-09-11,52825.60724768555,Securities,STR,British Columbia,2022,9,11,6,4.030123539991066,911
TX-002433,2022-04-05,54663.03944947511,Securities,LCTR,British Columbia,2022,4,5,1,4.189701454069031,405
TX-002434,2022-05-11,1336.603970583505,Securities,ETR,Saskatchewan,2022,5,11,2,-0.44161029209863045,511
