transaction_id,transaction_date,transaction_amount,province,sector,report_type,ml_pattern,pattern_id,is_suspicious,risk_score
COMPLEX-4-3,2023-08-22,741099.3623944294,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-4,1,0.831332146716574
COMPLEX-4-4,2023-08-27,270995.6098167419,Nova Scotia,Securities,STR,Complex-Financing,COMPLEX-4,1,0.9616413269148856
COMPLEX-4-5,2023-09-01,201632.78126569744,Nova Scotia,Real Estate,STR,Complex-Financing,COMPLEX-4,1,0.8234169052398721
COMPLEX-4-6,2023-09-06,366646.237231362,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-4,1,0.9782837560782598
COMPLEX-4-7,2023-09-11,1231992.3467255076,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-4,1,0.8310527585862177
COMPLEX-5-1,2023-09-16,2973559.6953579327,Saskatchewan,Banking,STR,Complex-Financing,COMPLEX-5,1,0.7820768705577781
COMPLEX-5-2,2023-09-21,1780737.1700873987,Saskatchewan,Real Estate,STR,Complex-Financing,COMPLEX-5,1,0.8113848716143994
COMPLEX-5-3,2023-09-26,710403.6358967267,Saskatchewan,Banking,STR,Complex-Financing,COMPLEX-5,1,0.8137076498105237
COMPLEX-5-4,2023-10-01,603929.3493240767,Saskatchewan,Real Estate,STR,Complex-Financing,COMPLEX-5,1,0.865860534711492
COMPLEX-5-5,2023-10-06,523420.5157701753,Saskatchewan,Trust and Loan,STR,Complex-Financing,COMPLEX-5,1,0.8344665427974126
COMPLEX-5-6,2023-10-11,793707.580690992,Saskatchewan,Banking,STR,Complex-Financing,COMPLEX-5,1,0.960220008512134
COMPLEX-5-7,2023-10-16,584216.4741243696,Saskatchewan,Money Services,STR,Complex-Financing,COMPLEX-5,1,0.9198176332357859
COMPLEX-5-8,2023-10-21,364435.00277446484,Saskatchewan,Real Estate,STR,Complex-Financing,COMPLEX-5,1,0.9375010264687872
COMPLEX-5-9,2023-10-26,82881.68387916214,Saskatchewan,Securities,STR,Complex-Financing,COMPLEX-5,1,0.8959113696843294
COMPLEX-5-10,2023-10-31,545540.8865398986,Saskatchewan,Real Estate,STR,Complex-Financing,COMPLEX-5,1,0.7527553608231964
COMPLEX-6-1,2023-02-03,1688703.8060882548,Prince Edward Island,Money Services,STR,Complex-Financing,COMPLEX-6,1,0.8809898637255977
COMPLEX-6-2,2023-02-08,1039985.508849473,Prince Edward Island,Trust and Loan,STR,Complex-Financing,COMPLEX-6,1,0.9767578802383967
COMPLEX-6-3,2023-02-13,500779.5418377964,Prince Edward Island,Trust and Loan,STR,Complex-Financing,COMPLEX-6,1,0.8712742877052537
COMPLEX-6-4,2023-02-18,226497.60732143812,Prince Edward Island,Real Estate,STR,Complex-Financing,COMPLEX-6,1,0.7632793443197257
COMPLEX-6-5,2023-02-23,183133.38360068,Prince Edward Island,Securities,STR,Complex-Financing,COMPLEX-6,1,0.9028032683894992
COMPLEX-6-6,2023-02-28,115191.1451003524,Prince Edward Island,Trust and Loan,STR,Complex-Financing,COMPLEX-6,1,0.7513962432471768
COMPLEX-6-7,2023-03-05,567701.3589030284,Prince Edward Island,Securities,STR,Complex-Financing,COMPLEX-6,1,0.8314374918889575
COMPLEX-7-1,2023-06-10,1555894.4181810897,British Columbia,Money Services,STR,Complex-Financing,COMPLEX-7,1,0.8005444835339708
COMPLEX-7-2,2023-06-15,1088318.0745527497,British Columbia,Money Services,STR,Complex-Financing,COMPLEX-7,1,0.9727354184199921
COMPLEX-7-3,2023-06-20,569705.397559507,British Columbia,Securities,STR,Complex-Financing,COMPLEX-7,1,0.8998181293658833
COMPLEX-7-4,2023-06-25,212416.67115958978,British Columbia,Securities,STR,Complex-Financing,COMPLEX-7,1,0.7802255868824903
COMPLEX-7-5,2023-06-30,279828.763599742,British Columbia,Securities,STR,Complex-Financing,COMPLEX-7,1,0.8465190424661536
COMPLEX-7-6,2023-07-05,989979.1722336228,British Columbia,Real Estate,STR,Complex-Financing,COMPLEX-7,1,0.7773868879760304
COMPLEX-8-1,2023-02-27,1110432.3407370946,Nova Scotia,Real Estate,STR,Complex-Financing,COMPLEX-8,1,0.9068620696545922
COMPLEX-8-2,2023-03-04,404387.32738669723,Nova Scotia,Securities,STR,Complex-Financing,COMPLEX-8,1,0.7644744912031594
COMPLEX-8-3,2023-03-09,414269.77537015936,Nova Scotia,Securities,STR,Complex-Financing,COMPLEX-8,1,0.7792659297308976
COMPLEX-8-4,2023-03-14,132535.87295696294,Nova Scotia,Securities,STR,Complex-Financing,COMPLEX-8,1,0.7808010454001776
COMPLEX-8-5,2023-03-19,328545.0289451379,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-8,1,0.9522392407155525
COMPLEX-8-6,2023-03-24,629153.8050163751,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-8,1,0.8202575140814401
COMPLEX-9-1,2023-10-31,2320021.959999765,Nova Scotia,Securities,STR,Complex-Financing,COMPLEX-9,1,0.8210919624009332
COMPLEX-9-2,2023-11-05,1656372.5216910692,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-9,1,0.7733239323289846
COMPLEX-9-3,2023-11-10,1532631.063765718,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-9,1,0.9069834583349322
COMPLEX-9-4,2023-11-15,1204385.7870091035,Nova Scotia,Real Estate,STR,Complex-Financing,COMPLEX-9,1,0.9406886277253086
COMPLEX-9-5,2023-11-20,737139.078883493,Nova Scotia,Banking,STR,Complex-Financing,COMPLEX-9,1,0.8523843347215018
COMPLEX-9-6,2023-11-25,1466839.8173288838,Nova Scotia,Banking,STR,Complex-Financing,COMPLEX-9,1,0.7774582058874948
COMPLEX-10-1,2023-11-29,2023496.9333506126,Nova Scotia,Banking,STR,Complex-Financing,COMPLEX-10,1,0.7587861828475113
COMPLEX-10-2,2023-12-04,2927633.749194473,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-10,1,0.8359623716016802
COMPLEX-10-3,2023-12-09,1117471.0490630488,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-10,1,0.9542856713100045
COMPLEX-10-4,2023-12-14,1283322.435979035,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-10,1,0.7510334467706516
COMPLEX-10-5,2023-12-19,2415372.3953149496,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-10,1,0.9035314329305245
COMPLEX-11-1,2023-05-02,1938551.7902646612,Nova Scotia,Real Estate,STR,Complex-Financing,COMPLEX-11,1,0.8943968586861012
COMPLEX-11-2,2023-05-07,1516177.1520866305,Nova Scotia,Securities,STR,Complex-Financing,COMPLEX-11,1,0.8839647264725607
COMPLEX-11-3,2023-05-12,1635727.1255321284,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-11,1,0.8024753574995882
COMPLEX-11-4,2023-05-17,581152.8975838493,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-11,1,0.7794916371251241
COMPLEX-11-5,2023-05-22,407191.66993217106,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-11,1,0.7614238023571861
COMPLEX-11-6,2023-05-27,800340.013672105,Nova Scotia,Banking,STR,Complex-Financing,COMPLEX-11,1,0.9540940685886825
COMPLEX-11-7,2023-06-01,203661.99891582003,Nova Scotia,Real Estate,STR,Complex-Financing,COMPLEX-11,1,0.8794910957155604
COMPLEX-11-8,2023-06-06,319938.1584187796,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-11,1,0.8821359953253215
COMPLEX-11-9,2023-06-11,956075.5622622563,Nova Scotia,Real Estate,STR,Complex-Financing,COMPLEX-11,1,0.9024783328888105
COMPLEX-12-1,2023-05-22,2741341.922956543,Quebec,Trust and Loan,STR,Complex-Financing,COMPLEX-12,1,0.9370153617482788
COMPLEX-12-2,2023-05-27,1196108.8248430227,Quebec,Banking,STR,Complex-Financing,COMPLEX-12,1,0.8734792414294034
COMPLEX-12-3,2023-06-01,768897.5474324715,Quebec,Money Services,STR,Complex-Financing,COMPLEX-12,1,0.9172022592260392
COMPLEX-12-4,2023-06-06,1472363.2847962794,Quebec,Securities,STR,Complex-Financing,COMPLEX-12,1,0.9689228658023318
COMPLEX-12-5,2023-06-11,2433293.7558175074,Quebec,Banking,STR,Complex-Financing,COMPLEX-12,1,0.7916447223273915
COMPLEX-13-1,2023-08-11,3087217.2924053,Alberta,Money Services,STR,Complex-Financing,COMPLEX-13,1,0.8008802908978149
COMPLEX-13-2,2023-08-16,905749.0234232321,Alberta,Banking,STR,Complex-Financing,COMPLEX-13,1,0.8101137264820097
COMPLEX-13-3,2023-08-21,532735.4129356595,Alberta,Banking,STR,Complex-Financing,COMPLEX-13,1,0.8685797072859439
COMPLEX-13-4,2023-08-26,1139992.7557666905,Alberta,Trust and Loan,STR,Complex-Financing,COMPLEX-13,1,0.8768134161267173
COMPLEX-13-5,2023-08-31,374048.73951737775,Alberta,Banking,STR,Complex-Financing,COMPLEX-13,1,0.9540780824159678
COMPLEX-13-6,2023-09-05,586844.4254214024,Alberta,Trust and Loan,STR,Complex-Financing,COMPLEX-13,1,0.9655548332372903
COMPLEX-13-7,2023-09-10,217421.90999147893,Alberta,Banking,STR,Complex-Financing,COMPLEX-13,1,0.7964502191087087
COMPLEX-13-8,2023-09-15,1465533.245657497,Alberta,Trust and Loan,STR,Complex-Financing,COMPLEX-13,1,0.9099396427125135
COMPLEX-14-1,2023-02-11,1107219.6656361553,Manitoba,Securities,STR,Complex-Financing,COMPLEX-14,1,0.9304259640354408
COMPLEX-14-2,2023-02-16,422186.0962841716,Manitoba,Securities,STR,Complex-Financing,COMPLEX-14,1,0.9329900527084788
COMPLEX-14-3,2023-02-21,723486.8173376601,Manitoba,Banking,STR,Complex-Financing,COMPLEX-14,1,0.7769888224728485
COMPLEX-14-4,2023-02-26,765728.4564851054,Manitoba,Real Estate,STR,Complex-Financing,COMPLEX-14,1,0.889254136211721
COMPLEX-14-5,2023-03-03,314652.4638650778,Manitoba,Banking,STR,Complex-Financing,COMPLEX-14,1,0.7665827859045414
COMPLEX-14-6,2023-03-08,132819.73270019877,Manitoba,Money Services,STR,Complex-Financing,COMPLEX-14,1,0.78475729545565
COMPLEX-14-7,2023-03-13,294921.80944197637,Manitoba,Money Services,STR,Complex-Financing,COMPLEX-14,1,0.8732029748246826
COMPLEX-14-8,2023-03-18,132936.28119120034,Manitoba,Securities,STR,Complex-Financing,COMPLEX-14,1,0.9445999782076444
COMPLEX-14-9,2023-03-23,343894.6515193746,Manitoba,Money Services,STR,Complex-Financing,COMPLEX-14,1,0.9691498224376898
COMPLEX-15-1,2023-10-30,2118963.552790574,Alberta,Trust and Loan,STR,Complex-Financing,COMPLEX-15,1,0.943514993107285
COMPLEX-15-2,2023-11-04,988994.5433567372,Alberta,Banking,STR,Complex-Financing,COMPLEX-15,1,0.8119538988361662
COMPLEX-15-3,2023-11-09,1395947.115148998,Alberta,Real Estate,STR,Complex-Financing,COMPLEX-15,1,0.8393810040053994
COMPLEX-15-4,2023-11-14,1413035.1991807816,Alberta,Real Estate,STR,Complex-Financing,COMPLEX-15,1,0.765248765488595
COMPLEX-15-5,2023-11-19,443094.88934823393,Alberta,Trust and Loan,STR,Complex-Financing,COMPLEX-15,1,0.9462306199181086
COMPLEX-15-6,2023-11-24,1943026.740458238,Alberta,Trust and Loan,STR,Complex-Financing,COMPLEX-15,1,0.7966248171974581
COMPLEX-16-1,2023-04-06,742622.4151814632,Alberta,Securities,STR,Complex-Financing,COMPLEX-16,1,0.9224415490524219
COMPLEX-16-2,2023-04-11,1173144.0263045616,Alberta,Banking,STR,Complex-Financing,COMPLEX-16,1,0.8286077594210015
COMPLEX-16-3,2023-04-16,303227.8344449739,Alberta,Real Estate,STR,Complex-Financing,COMPLEX-16,1,0.7521518726187082
COMPLEX-16-4,2023-04-21,431821.86870485614,Alberta,Securities,STR,Complex-Financing,COMPLEX-16,1,0.8618019197348553
COMPLEX-16-5,2023-04-26,325287.6912444335,Alberta,Securities,STR,Complex-Financing,COMPLEX-16,1,0.7616490641189235
COMPLEX-16-6,2023-05-01,279717.7268758574,Alberta,Trust and Loan,STR,Complex-Financing,COMPLEX-16,1,0.97741328595491
COMPLEX-16-7,2023-05-06,200551.7633030502,Alberta,Trust and Loan,STR,Complex-Financing,COMPLEX-16,1,0.7978595938106909
COMPLEX-16-8,2023-05-11,331976.7187670636,Alberta,Money Services,STR,Complex-Financing,COMPLEX-16,1,0.9263154957280074
COMPLEX-17-1,2023-02-24,1325257.2485551925,Prince Edward Island,Money Services,STR,Complex-Financing,COMPLEX-17,1,0.8884110478136367
COMPLEX-17-2,2023-03-01,823453.5440451318,Prince Edward Island,Securities,STR,Complex-Financing,COMPLEX-17,1,0.9183809852512277
COMPLEX-17-3,2023-03-06,2467931.5211438774,Prince Edward Island,Banking,STR,Complex-Financing,COMPLEX-17,1,0.8629984364700323
COMPLEX-17-4,2023-03-11,561897.5285238138,Prince Edward Island,Securities,STR,Complex-Financing,COMPLEX-17,1,0.8951099730871394
COMPLEX-17-5,2023-03-16,888636.3957836434,Prince Edward Island,Real Estate,STR,Complex-Financing,COMPLEX-17,1,0.9775354481811329
COMPLEX-17-6,2023-03-21,1041854.193416138,Prince Edward Island,Real Estate,STR,Complex-Financing,COMPLEX-17,1,0.923204500646102
COMPLEX-17-7,2023-03-26,175774.04446028307,Prince Edward Island,Securities,STR,Complex-Financing,COMPLEX-17,1,0.7899739132516868
COMPLEX-17-8,2023-03-31,322336.4980658031,Prince Edward Island,Banking,STR,Complex-Financing,COMPLEX-17,1,0.8507327564142054
COMPLEX-17-9,2023-04-05,334033.4084376653,Prince Edward Island,Trust and Loan,STR,Complex-Financing,COMPLEX-17,1,0.9509539175283543
COMPLEX-17-10,2023-04-10,902288.4439930723,Prince Edward Island,Trust and Loan,STR,Complex-Financing,COMPLEX-17,1,0.9509343759220672
COMPLEX-18-1,2023-02-07,1620497.7355088247,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-18,1,0.8601911418413226
COMPLEX-18-2,2023-02-12,2793207.788178108,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-18,1,0.7582113286371476
COMPLEX-18-3,2023-02-17,1256071.3692018671,Nova Scotia,Securities,STR,Complex-Financing,COMPLEX-18,1,0.8568288502507246
COMPLEX-18-4,2023-02-22,1243542.8604733709,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-18,1,0.9550931451605359
COMPLEX-18-5,2023-02-27,425546.25937056297,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-18,1,0.8998561382900252
COMPLEX-18-6,2023-03-04,234394.965553695,Nova Scotia,Securities,STR,Complex-Financing,COMPLEX-18,1,0.8718249006098828
COMPLEX-18-7,2023-03-09,468392.1902212377,Nova Scotia,Securities,STR,Complex-Financing,COMPLEX-18,1,0.9684922002608696
COMPLEX-18-8,2023-03-14,854924.9814932549,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-18,1,0.9036731026539664
COMPLEX-19-1,2023-06-14,494046.84296409297,Newfoundland and Labrador,Money Services,STR,Complex-Financing,COMPLEX-19,1,0.9638986619565207
COMPLEX-19-2,2023-06-19,521320.8750990884,Newfoundland and Labrador,Trust and Loan,STR,Complex-Financing,COMPLEX-19,1,0.768682584490901
COMPLEX-19-3,2023-06-24,263640.1898979606,Newfoundland and Labrador,Real Estate,STR,Complex-Financing,COMPLEX-19,1,0.906455679438894
COMPLEX-19-4,2023-06-29,188821.89362494397,Newfoundland and Labrador,Real Estate,STR,Complex-Financing,COMPLEX-19,1,0.9601792966229103
COMPLEX-19-5,2023-07-04,252416.44194107945,Newfoundland and Labrador,Securities,STR,Complex-Financing,COMPLEX-19,1,0.9176254257744592
COMPLEX-19-6,2023-07-09,70110.70122016211,Newfoundland and Labrador,Banking,STR,Complex-Financing,COMPLEX-19,1,0.7558085491889659
COMPLEX-19-7,2023-07-14,69012.55710759934,Newfoundland and Labrador,Money Services,STR,Complex-Financing,COMPLEX-19,1,0.8956503545572536
COMPLEX-19-8,2023-07-19,104557.60120764683,Newfoundland and Labrador,Banking,STR,Complex-Financing,COMPLEX-19,1,0.779838073126876
COMPLEX-19-9,2023-07-24,26299.93782531424,Newfoundland and Labrador,Securities,STR,Complex-Financing,COMPLEX-19,1,0.8577965193039497
COMPLEX-19-10,2023-07-29,145528.43539969478,Newfoundland and Labrador,Banking,STR,Complex-Financing,COMPLEX-19,1,0.9332729848774781
COMPLEX-20-1,2023-03-04,2371326.223999966,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-20,1,0.871000892690265
COMPLEX-20-2,2023-03-09,1077359.2679707191,British Columbia,Securities,STR,Complex-Financing,COMPLEX-20,1,0.7783015444282393
COMPLEX-20-3,2023-03-14,624674.1310957125,British Columbia,Securities,STR,Complex-Financing,COMPLEX-20,1,0.9592703010385029
COMPLEX-20-4,2023-03-19,729395.0518538981,British Columbia,Real Estate,STR,Complex-Financing,COMPLEX-20,1,0.8164778347714043
COMPLEX-20-5,2023-03-24,448609.2444221777,British Columbia,Money Services,STR,Complex-Financing,COMPLEX-20,1,0.7978649271693177
COMPLEX-20-6,2023-03-29,178732.24584488643,British Columbia,Securities,STR,Complex-Financing,COMPLEX-20,1,0.8637775842278138
COMPLEX-20-7,2023-04-03,120821.85911911212,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-20,1,0.8150055764649901
COMPLEX-20-8,2023-04-08,378909.99260958866,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-20,1,0.8709900337249198
COMPLEX-21-1,2023-10-18,1418060.1296946297,Prince Edward Island,Trust and Loan,STR,Complex-Financing,COMPLEX-21,1,0.91689316993648
COMPLEX-21-2,2023-10-23,895110.8517561706,Prince Edward Island,Money Services,STR,Complex-Financing,COMPLEX-21,1,0.9035420483705234
COMPLEX-21-3,2023-10-28,447664.63614539715,Prince Edward Island,Money Services,STR,Complex-Financing,COMPLEX-21,1,0.9238265022183372
COMPLEX-21-4,2023-11-02,378700.4119539225,Prince Edward Island,Banking,STR,Complex-Financing,COMPLEX-21,1,0.822778460066867
COMPLEX-21-5,2023-11-07,504259.5971190965,Prince Edward Island,Real Estate,STR,Complex-Financing,COMPLEX-21,1,0.9207009449325294
COMPLEX-21-6,2023-11-12,196076.4731756065,Prince Edward Island,Banking,STR,Complex-Financing,COMPLEX-21,1,0.9743614334705873
COMPLEX-21-7,2023-11-17,206435.35812211724,Prince Edward Island,Money Services,STR,Complex-Financing,COMPLEX-21,1,0.9266715398114203
COMPLEX-21-8,2023-11-22,160030.7205992132,Prince Edward Island,Trust and Loan,STR,Complex-Financing,COMPLEX-21,1,0.8541503950813278
COMPLEX-21-9,2023-11-27,159851.01603459273,Prince Edward Island,Securities,STR,Complex-Financing,COMPLEX-21,1,0.9670350510257244
COMPLEX-21-10,2023-12-02,322219.1754039952,Prince Edward Island,Securities,STR,Complex-Financing,COMPLEX-21,1,0.892874522850734
COMPLEX-22-1,2023-12-09,785781.3863189167,Nova Scotia,Securities,STR,Complex-Financing,COMPLEX-22,1,0.90410025603059
COMPLEX-22-2,2023-12-14,197833.17205725636,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-22,1,0.7718715739546278
COMPLEX-22-3,2023-12-19,229929.44845254012,Nova Scotia,Banking,STR,Complex-Financing,COMPLEX-22,1,0.7647218060817417
COMPLEX-22-4,2023-12-24,241869.50271592458,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-22,1,0.8023394120710977
COMPLEX-22-5,2023-12-29,286507.4679705935,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-22,1,0.9521406033220214
COMPLEX-22-6,2024-01-03,105932.29225943316,Nova Scotia,Real Estate,STR,Complex-Financing,COMPLEX-22,1,0.9634290186420953
COMPLEX-22-7,2024-01-08,140986.3789717906,Nova Scotia,Money Services,STR,Complex-Financing,COMPLEX-22,1,0.8876563726953437
COMPLEX-22-8,2024-01-13,326055.8851905745,Nova Scotia,Real Estate,STR,Complex-Financing,COMPLEX-22,1,0.8373322012080944
COMPLEX-23-1,2023-05-17,1085208.9115929317,British Columbia,Real Estate,STR,Complex-Financing,COMPLEX-23,1,0.8805023638424521
COMPLEX-23-2,2023-05-22,320390.1487455474,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-23,1,0.9575788438567331
COMPLEX-23-3,2023-05-27,700670.5877078456,British Columbia,Securities,STR,Complex-Financing,COMPLEX-23,1,0.8514024536210187
COMPLEX-23-4,2023-06-01,228548.5436944929,British Columbia,Banking,STR,Complex-Financing,COMPLEX-23,1,0.8581275461952879
COMPLEX-23-5,2023-06-06,338557.79880026716,British Columbia,Money Services,STR,Complex-Financing,COMPLEX-23,1,0.8015330325005746
COMPLEX-23-6,2023-06-11,189112.8542100202,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-23,1,0.9022150006569559
COMPLEX-23-7,2023-06-16,133736.0030027502,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-23,1,0.8142340867166532
COMPLEX-23-8,2023-06-21,21259.733199860606,British Columbia,Real Estate,STR,Complex-Financing,COMPLEX-23,1,0.9110147596734361
COMPLEX-23-9,2023-06-26,62142.52038335842,British Columbia,Money Services,STR,Complex-Financing,COMPLEX-23,1,0.7974884908933184
COMPLEX-23-10,2023-07-01,125435.50896046442,British Columbia,Securities,STR,Complex-Financing,COMPLEX-23,1,0.7585941018318806
COMPLEX-24-1,2023-02-02,1977998.32613766,British Columbia,Banking,STR,Complex-Financing,COMPLEX-24,1,0.9378644652875988
COMPLEX-24-2,2023-02-07,516711.4923761597,British Columbia,Money Services,STR,Complex-Financing,COMPLEX-24,1,0.9028024990805682
COMPLEX-24-3,2023-02-12,713405.3757781303,British Columbia,Real Estate,STR,Complex-Financing,COMPLEX-24,1,0.9453565433393452
COMPLEX-24-4,2023-02-17,205928.971660409,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-24,1,0.92052657489849
COMPLEX-24-5,2023-02-22,256930.20192482346,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-24,1,0.792021889315869
COMPLEX-24-6,2023-02-27,425887.96942613367,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-24,1,0.9165877366540056
COMPLEX-24-7,2023-03-04,365672.72726568405,British Columbia,Banking,STR,Complex-Financing,COMPLEX-24,1,0.9123401859148853
COMPLEX-24-8,2023-03-09,259717.07955199905,British Columbia,Securities,STR,Complex-Financing,COMPLEX-24,1,0.9203806794644007
COMPLEX-24-9,2023-03-14,431107.460104785,British Columbia,Securities,STR,Complex-Financing,COMPLEX-24,1,0.7905803180466527
COMPLEX-25-1,2023-12-15,427180.15728828835,Saskatchewan,Real Estate,STR,Complex-Financing,COMPLEX-25,1,0.8202348341718345
COMPLEX-25-2,2023-12-20,254363.66150389082,Saskatchewan,Money Services,STR,Complex-Financing,COMPLEX-25,1,0.7608625871230575
COMPLEX-25-3,2023-12-25,232985.10104370295,Saskatchewan,Banking,STR,Complex-Financing,COMPLEX-25,1,0.7691462997147781
COMPLEX-25-4,2023-12-30,629729.6641869834,Saskatchewan,Securities,STR,Complex-Financing,COMPLEX-25,1,0.8736163451618704
COMPLEX-25-5,2024-01-04,296688.91787439934,Saskatchewan,Money Services,STR,Complex-Financing,COMPLEX-25,1,0.8618728636723356
COMPLEX-25-6,2024-01-09,716689.9597566118,Saskatchewan,Securities,STR,Complex-Financing,COMPLEX-25,1,0.929523899307085
COMPLEX-26-1,2023-04-25,1309098.9474346407,Saskatchewan,Securities,STR,Complex-Financing,COMPLEX-26,1,0.9359622854276259
COMPLEX-26-2,2023-04-30,1294922.369655948,Saskatchewan,Securities,STR,Complex-Financing,COMPLEX-26,1,0.9070097763067422
COMPLEX-26-3,2023-05-05,722983.9154266288,Saskatchewan,Securities,STR,Complex-Financing,COMPLEX-26,1,0.9059099928240144
COMPLEX-26-4,2023-05-10,660554.434059,Saskatchewan,Securities,STR,Complex-Financing,COMPLEX-26,1,0.8291752319053587
COMPLEX-26-5,2023-05-15,1011346.872905661,Saskatchewan,Money Services,STR,Complex-Financing,COMPLEX-26,1,0.9051505597592069
COMPLEX-26-6,2023-05-20,822246.8657027042,Saskatchewan,Securities,STR,Complex-Financing,COMPLEX-26,1,0.7903388959400894
COMPLEX-26-7,2023-05-25,453508.76908454165,Saskatchewan,Trust and Loan,STR,Complex-Financing,COMPLEX-26,1,0.8253942227876852
COMPLEX-26-8,2023-05-30,180242.98793668154,Saskatchewan,Real Estate,STR,Complex-Financing,COMPLEX-26,1,0.9032942504079894
COMPLEX-26-9,2023-06-04,904444.561559252,Saskatchewan,Real Estate,STR,Complex-Financing,COMPLEX-26,1,0.9198603467114206
COMPLEX-27-1,2023-05-15,762913.0911042094,Quebec,Real Estate,STR,Complex-Financing,COMPLEX-27,1,0.9315855005065403
COMPLEX-27-2,2023-05-20,963348.7408458017,Quebec,Real Estate,STR,Complex-Financing,COMPLEX-27,1,0.976726549339707
COMPLEX-27-3,2023-05-25,1132517.8502031304,Quebec,Money Services,STR,Complex-Financing,COMPLEX-27,1,0.9096876839728776
COMPLEX-27-4,2023-05-30,342537.90357734845,Quebec,Trust and Loan,STR,Complex-Financing,COMPLEX-27,1,0.8398184437390868
COMPLEX-27-5,2023-06-04,676197.8681316383,Quebec,Trust and Loan,STR,Complex-Financing,COMPLEX-27,1,0.8791847805329572
COMPLEX-27-6,2023-06-09,1179626.914423428,Quebec,Trust and Loan,STR,Complex-Financing,COMPLEX-27,1,0.8998831790081381
COMPLEX-28-1,2023-08-15,1260523.2763856908,Manitoba,Banking,STR,Complex-Financing,COMPLEX-28,1,0.8844346503263223
COMPLEX-28-2,2023-08-20,360104.75416918437,Manitoba,Trust and Loan,STR,Complex-Financing,COMPLEX-28,1,0.8376529654063047
COMPLEX-28-3,2023-08-25,718245.485888805,Manitoba,Trust and Loan,STR,Complex-Financing,COMPLEX-28,1,0.9687814614971092
COMPLEX-28-4,2023-08-30,629095.3214653261,Manitoba,Real Estate,STR,Complex-Financing,COMPLEX-28,1,0.7892340797187241
COMPLEX-28-5,2023-09-04,357979.70225194044,Manitoba,Money Services,STR,Complex-Financing,COMPLEX-28,1,0.8326158379979378
COMPLEX-28-6,2023-09-09,720842.2501320909,Manitoba,Real Estate,STR,Complex-Financing,COMPLEX-28,1,0.8697546783124509
COMPLEX-29-1,2023-08-08,625643.566532894,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-29,1,0.8391424800921644
COMPLEX-29-2,2023-08-13,697843.0022391586,British Columbia,Money Services,STR,Complex-Financing,COMPLEX-29,1,0.9221909246280856
COMPLEX-29-3,2023-08-18,307719.548012619,British Columbia,Banking,STR,Complex-Financing,COMPLEX-29,1,0.8802839024312386
COMPLEX-29-4,2023-08-23,547835.394071727,British Columbia,Securities,STR,Complex-Financing,COMPLEX-29,1,0.9671539940976303
COMPLEX-29-5,2023-08-28,342993.3049609478,British Columbia,Real Estate,STR,Complex-Financing,COMPLEX-29,1,0.7591830377555646
COMPLEX-29-6,2023-09-02,587492.3795210912,British Columbia,Trust and Loan,STR,Complex-Financing,COMPLEX-29,1,0.8302507248905797
COMPLEX-30-1,2023-02-11,859456.2098908286,Alberta,Real Estate,STR,Complex-Financing,COMPLEX-30,1,0.8516900707221874
COMPLEX-30-2,2023-02-16,2324206.4880394465,Alberta,Trust and Loan,STR,Complex-Financing,COMPLEX-30,1,0.9676161380114567
COMPLEX-30-3,2023-02-21,1792183.3378997375,Alberta,Money Services,STR,Complex-Financing,COMPLEX-30,1,0.8878079208744483
