Year,Month,Sector,Report_Type,Province,Count,Amount,Date,Postal_Code_Prefix
2016,8,Notaries,Electronic Funds Transfer Report,Northwest Territories,7,6839.52,2016-08-01,R3J
2023,9,Banking,Suspicious Transaction Report,Quebec,9,13228.17,2023-09-01,V8K
2016,11,Life Insurance,Suspicious Transaction Report,Ontario,11,20729.66,2016-11-01,H1R
2020,9,Banking,Large Cash Transaction Report,Ontario,10,2168.76,2020-09-01,E4E
2016,4,Banking,Suspicious Transaction Report,Newfoundland and Labrador,12,33757.5,2016-04-01,A0K
2024,10,Money Services Businesses,Large Cash Transaction Report,Nunavut,13,44613.84,2024-10-01,L0K
2021,2,Securities Dealers,Casino Disbursement Report,Ontario,12,5565.42,2021-02-01,H7R
2015,11,Money Services Businesses,Large Cash Transaction Report,Alberta,11,4513.65,2015-11-01,N3R
2018,2,Accountants,Electronic Funds Transfer Report,Manitoba,15,2956.01,2018-02-01,G1Y
2022,12,Real Estate,Large Cash Transaction Report,Saskatchewan,7,3572.24,2022-12-01,V0H
2023,5,Securities Dealers,Suspicious Transaction Report,Saskatchewan,10,24802.61,2023-05-01,Y9S
2024,10,Money Services Businesses,Suspicious Transaction Report,British Columbia,14,37.04,2024-10-01,T6K
2017,4,Banking,Large Cash Transaction Report,Nova Scotia,14,343.62,2017-04-01,R7A
2023,6,Securities Dealers,Large Cash Transaction Report,New Brunswick,12,40537.9,2023-06-01,Y7B
2022,9,Money Services Businesses,Large Cash Transaction Report,Ontario,5,1155.12,2022-09-01,N2J
2018,7,Life Insurance,Suspicious Transaction Report,Yukon,7,17706.97,2018-07-01,G4R
2015,12,Casinos,Large Cash Transaction Report,Newfoundland and Labrador,10,14522.37,2015-12-01,K2T
2024,11,Banking,Electronic Funds Transfer Report,Yukon,10,6320.95,2024-11-01,A9E
2019,4,Casinos,Suspicious Transaction Report,Saskatchewan,13,7390.21,2019-04-01,E7P
2021,7,Money Services Businesses,Electronic Funds Transfer Report,Ontario,8,1133.67,2021-07-01,J6A
2019,2,Banking,Electronic Funds Transfer Report,Northwest Territories,10,7783.24,2019-02-01,K1E
2019,5,Securities Dealers,Suspicious Transaction Report,Newfoundland and Labrador,11,13213.98,2019-05-01,X1G
2019,12,Securities Dealers,Large Cash Transaction Report,Alberta,13,1873.52,2019-12-01,M9V
2017,11,Securities Dealers,Electronic Funds Transfer Report,Newfoundland and Labrador,8,2138.2,2017-11-01,S6L
2020,9,Banking,Large Cash Transaction Report,Prince Edward Island,14,1111.91,2020-09-01,S9Y
2018,11,Money Services Businesses,Electronic Funds Transfer Report,Nunavut,7,26293.22,2018-11-01,C2G
2024,9,Banking,Suspicious Transaction Report,Manitoba,13,12302.01,2024-09-01,N4W
2016,4,Casinos,Suspicious Transaction Report,Saskatchewan,10,7342.81,2016-04-01,C3S
2018,8,Real Estate,Suspicious Transaction Report,Newfoundland and Labrador,10,6968.11,2018-08-01,Y0E
2020,5,Securities Dealers,Casino Disbursement Report,Saskatchewan,17,4731.96,2020-05-01,P7H
2020,3,Banking,Suspicious Transaction Report,Ontario,7,2558.21,2020-03-01,E1R
2023,6,Money Services Businesses,Electronic Funds Transfer Report,Ontario,16,11969.06,2023-06-01,A3C
2022,4,Money Services Businesses,Suspicious Transaction Report,Quebec,6,1126.47,2022-04-01,Y1C
2019,3,Real Estate,Suspicious Transaction Report,Northwest Territories,11,44.94,2019-03-01,K2H
2024,4,Banking,Suspicious Transaction Report,Northwest Territories,7,11832.33,2024-04-01,A7V
2017,1,Money Services Businesses,Large Cash Transaction Report,Nunavut,9,5639.7,2017-01-01,Y6H
2018,10,Money Services Businesses,Suspicious Transaction Report,Nunavut,10,9742.32,2018-10-01,C5R
2019,8,Banking,Casino Disbursement Report,Quebec,6,2080.63,2019-08-01,C8X
2015,9,Banking,Electronic Funds Transfer Report,Saskatchewan,14,1907.3,2015-09-01,J8N
2023,6,Money Services Businesses,Suspicious Transaction Report,Prince Edward Island,9,906.74,2023-06-01,E4B
2018,5,Banking,Electronic Funds Transfer Report,Prince Edward Island,11,5988.95,2018-05-01,Y9P
2022,12,Notaries,Large Cash Transaction Report,Manitoba,12,10877.39,2022-12-01,T9S
2019,9,Real Estate,Casino Disbursement Report,Nova Scotia,13,29540.04,2019-09-01,Y6L
2019,4,Money Services Businesses,Suspicious Transaction Report,New Brunswick,12,4185.04,2019-04-01,X8Z
2016,1,Money Services Businesses,Large Cash Transaction Report,Prince Edward Island,11,585.69,2016-01-01,R8N
2022,12,Banking,Suspicious Transaction Report,Prince Edward Island,14,11185.03,2022-12-01,C5V
2024,11,Real Estate,Electronic Funds Transfer Report,Prince Edward Island,16,4171.41,2024-11-01,L4S
2021,7,Securities Dealers,Suspicious Transaction Report,Prince Edward Island,10,15625.09,2021-07-01,Y8Z
2016,1,Securities Dealers,Large Cash Transaction Report,British Columbia,8,54854.17,2016-01-01,K0K
2020,12,Real Estate,Casino Disbursement Report,Newfoundland and Labrador,6,34349.32,2020-12-01,H3A
2023,9,Banking,Large Cash Transaction Report,Ontario,12,1278.89,2023-09-01,J8N
2022,4,Securities Dealers,Large Cash Transaction Report,British Columbia,15,2492.77,2022-04-01,Y3R
2024,12,Money Services Businesses,Large Cash Transaction Report,Quebec,9,44318.36,2024-12-01,B3G
2017,3,Banking,Large Cash Transaction Report,Saskatchewan,12,10566.93,2017-03-01,S3N
2021,4,Banking,Large Cash Transaction Report,Yukon,9,3884.26,2021-04-01,C5X
2018,1,Securities Dealers,Large Cash Transaction Report,Yukon,10,6019.46,2018-01-01,L7W
2018,6,Securities Dealers,Casino Disbursement Report,Nunavut,23,19652.12,2018-06-01,M9L
2021,7,Banking,Suspicious Transaction Report,Ontario,7,23632.75,2021-07-01,E7L
2021,7,Real Estate,Suspicious Transaction Report,New Brunswick,9,4895.19,2021-07-01,K9G
2015,5,Banking,Suspicious Transaction Report,Nunavut,11,14883.14,2015-05-01,J4A
2015,10,Securities Dealers,Large Cash Transaction Report,Prince Edward Island,13,21674.8,2015-10-01,T0J
2020,12,Banking,Suspicious Transaction Report,Nunavut,9,8638.66,2020-12-01,E9H
2016,10,Banking,Casino Disbursement Report,Prince Edward Island,13,27360.01,2016-10-01,H1X
2017,5,Securities Dealers,Large Cash Transaction Report,Nunavut,6,1191.15,2017-05-01,Y3K
2016,6,Securities Dealers,Electronic Funds Transfer Report,British Columbia,5,18346.79,2016-06-01,A3P
2016,10,Life Insurance,Suspicious Transaction Report,Saskatchewan,12,4452.54,2016-10-01,P8S
2022,12,Securities Dealers,Suspicious Transaction Report,Quebec,4,6835.03,2022-12-01,R5V
2022,8,Banking,Suspicious Transaction Report,Manitoba,7,8371.31,2022-08-01,Y7C
2020,9,Money Services Businesses,Large Cash Transaction Report,Quebec,8,3354.05,2020-09-01,X5Y
2017,6,Securities Dealers,Suspicious Transaction Report,Nova Scotia,7,1361.82,2017-06-01,T4W
2019,3,Banking,Electronic Funds Transfer Report,Manitoba,9,46622.69,2019-03-01,A2R
2021,6,Casinos,Electronic Funds Transfer Report,New Brunswick,17,832.6,2021-06-01,H0L
2019,4,Securities Dealers,Electronic Funds Transfer Report,Saskatchewan,5,31172.49,2019-04-01,N4W
2021,4,Banking,Electronic Funds Transfer Report,Yukon,10,15142.2,2021-04-01,G5P
2024,11,Money Services Businesses,Large Cash Transaction Report,New Brunswick,19,17338.16,2024-11-01,E1T
2021,11,Real Estate,Large Cash Transaction Report,Nunavut,9,20481.07,2021-11-01,H0G
2018,7,Life Insurance,Large Cash Transaction Report,Newfoundland and Labrador,11,5888.0,2018-07-01,V5Z
2024,6,Money Services Businesses,Suspicious Transaction Report,Nova Scotia,10,7672.65,2024-06-01,R3W
2024,8,Securities Dealers,Large Cash Transaction Report,Ontario,9,16409.74,2024-08-01,R2X
2020,11,Life Insurance,Large Cash Transaction Report,Newfoundland and Labrador,11,9492.35,2020-11-01,R8N
2023,8,Life Insurance,Electronic Funds Transfer Report,Yukon,8,2393.63,2023-08-01,S0T
2018,3,Money Services Businesses,Suspicious Transaction Report,Newfoundland and Labrador,8,147107.93,2018-03-01,V8L
2024,11,Money Services Businesses,Suspicious Transaction Report,Prince Edward Island,6,4412.06,2024-11-01,B9W
2015,4,Banking,Large Cash Transaction Report,Quebec,8,582.62,2015-04-01,E3J
2022,2,Banking,Electronic Funds Transfer Report,Quebec,7,20719.27,2022-02-01,V0H
2018,1,Casinos,Casino Disbursement Report,Nova Scotia,12,9588.4,2018-01-01,R8P
2022,7,Casinos,Suspicious Transaction Report,Manitoba,7,9438.14,2022-07-01,L6J
2023,8,Life Insurance,Electronic Funds Transfer Report,Manitoba,9,3746.42,2023-08-01,V2T
2022,12,Securities Dealers,Large Cash Transaction Report,Ontario,7,382.44,2022-12-01,L3J
2015,8,Banking,Suspicious Transaction Report,Saskatchewan,15,7610.34,2015-08-01,E8P
2023,6,Securities Dealers,Electronic Funds Transfer Report,New Brunswick,13,15033.99,2023-06-01,J4T
2019,7,Life Insurance,Suspicious Transaction Report,Alberta,8,10080.08,2019-07-01,X4P
2022,8,Banking,Electronic Funds Transfer Report,Yukon,7,40528.0,2022-08-01,C7Y
2020,4,Life Insurance,Electronic Funds Transfer Report,British Columbia,15,10342.08,2020-04-01,T4S
2021,8,Money Services Businesses,Large Cash Transaction Report,Prince Edward Island,7,8103.78,2021-08-01,A2A
2017,6,Money Services Businesses,Suspicious Transaction Report,Prince Edward Island,12,3827.52,2017-06-01,M9M
2023,12,Casinos,Casino Disbursement Report,Ontario,8,9479.17,2023-12-01,B1A
2023,7,Real Estate,Electronic Funds Transfer Report,Alberta,7,5635.71,2023-07-01,K1E
2024,10,Life Insurance,Casino Disbursement Report,Quebec,6,12428.2,2024-10-01,Y0G
2016,7,Banking,Suspicious Transaction Report,Manitoba,8,9473.64,2016-07-01,J2M
2018,8,Casinos,Large Cash Transaction Report,Nunavut,11,5002.1,2018-08-01,C9S
2018,11,Banking,Suspicious Transaction Report,Prince Edward Island,10,51722.12,2018-11-01,C8L
2015,5,Securities Dealers,Suspicious Transaction Report,Ontario,4,177.04,2015-05-01,S0A
2018,2,Real Estate,Suspicious Transaction Report,Newfoundland and Labrador,13,11740.59,2018-02-01,R3Y
2017,8,Banking,Large Cash Transaction Report,Newfoundland and Labrador,9,21504.89,2017-08-01,B1N
2016,1,Money Services Businesses,Suspicious Transaction Report,Manitoba,10,10522.26,2016-01-01,A9M
2020,2,Securities Dealers,Large Cash Transaction Report,Ontario,6,18746.73,2020-02-01,G6P
2017,5,Money Services Businesses,Large Cash Transaction Report,British Columbia,13,10601.37,2017-05-01,P0H
2024,4,Accountants,Casino Disbursement Report,Nova Scotia,17,7523.31,2024-04-01,K7N
2023,12,Real Estate,Electronic Funds Transfer Report,Manitoba,11,2476.71,2023-12-01,J3K
2023,11,Banking,Electronic Funds Transfer Report,Northwest Territories,3,7384.44,2023-11-01,A0X
2022,2,Banking,Electronic Funds Transfer Report,Newfoundland and Labrador,7,6352.97,2022-02-01,T8R
2022,4,Accountants,Suspicious Transaction Report,Alberta,13,377.9,2022-04-01,X9H
2016,7,Money Services Businesses,Suspicious Transaction Report,Manitoba,12,18204.01,2016-07-01,E6R
2020,5,Banking,Large Cash Transaction Report,British Columbia,11,9493.17,2020-05-01,M0S
2018,4,Money Services Businesses,Large Cash Transaction Report,New Brunswick,10,19126.09,2018-04-01,B5N
2024,2,Banking,Electronic Funds Transfer Report,Yukon,13,5494.31,2024-02-01,K7Y
2016,2,Banking,Large Cash Transaction Report,British Columbia,4,4801.14,2016-02-01,A4R
2016,1,Money Services Businesses,Casino Disbursement Report,Saskatchewan,8,1509.96,2016-01-01,L0H
2024,10,Securities Dealers,Electronic Funds Transfer Report,Nova Scotia,7,9801.92,2024-10-01,E4Z
2021,6,Banking,Suspicious Transaction Report,Yukon,9,6364.69,2021-06-01,A5K
2015,6,Money Services Businesses,Large Cash Transaction Report,Quebec,10,35675.18,2015-06-01,S3W
2022,4,Real Estate,Casino Disbursement Report,Nova Scotia,5,10400.23,2022-04-01,L3E
2019,9,Money Services Businesses,Large Cash Transaction Report,British Columbia,10,16229.24,2019-09-01,B7E
2024,4,Securities Dealers,Suspicious Transaction Report,British Columbia,10,8513.17,2024-04-01,R8G
2022,3,Money Services Businesses,Suspicious Transaction Report,Manitoba,6,2155.11,2022-03-01,H0A
2016,11,Money Services Businesses,Large Cash Transaction Report,Alberta,10,9979.47,2016-11-01,B7C
2015,10,Life Insurance,Electronic Funds Transfer Report,Prince Edward Island,9,5217.76,2015-10-01,V3P
2016,9,Banking,Suspicious Transaction Report,Nova Scotia,4,7115.27,2016-09-01,J5S
2020,1,Banking,Electronic Funds Transfer Report,British Columbia,6,5484.09,2020-01-01,S4Z
2018,2,Money Services Businesses,Casino Disbursement Report,Newfoundland and Labrador,11,14592.56,2018-02-01,Y6N
2022,1,Banking,Electronic Funds Transfer Report,Ontario,9,2582.71,2022-01-01,S1J
2023,7,Securities Dealers,Casino Disbursement Report,Yukon,12,10620.27,2023-07-01,S8V
2023,12,Banking,Suspicious Transaction Report,Nunavut,13,5433.19,2023-12-01,K5A
2019,1,Banking,Large Cash Transaction Report,Quebec,3,10706.34,2019-01-01,B4W
2020,11,Securities Dealers,Suspicious Transaction Report,Northwest Territories,10,6246.77,2020-11-01,L7Y
2021,11,Real Estate,Electronic Funds Transfer Report,Newfoundland and Labrador,11,15401.49,2021-11-01,J4K
2018,1,Money Services Businesses,Casino Disbursement Report,Northwest Territories,10,20547.16,2018-01-01,A6M
2024,6,Banking,Suspicious Transaction Report,New Brunswick,10,14101.18,2024-06-01,E0G
2017,6,Real Estate,Large Cash Transaction Report,Nova Scotia,14,1276.04,2017-06-01,V0B
2016,11,Securities Dealers,Suspicious Transaction Report,Newfoundland and Labrador,7,29085.1,2016-11-01,A1W
2024,12,Banking,Suspicious Transaction Report,Manitoba,10,4436.79,2024-12-01,L7E
2018,5,Securities Dealers,Large Cash Transaction Report,Yukon,10,46493.87,2018-05-01,T3V
2023,4,Banking,Electronic Funds Transfer Report,British Columbia,10,4689.57,2023-04-01,A2A
2019,8,Securities Dealers,Suspicious Transaction Report,Yukon,8,34985.74,2019-08-01,R5E
2015,3,Real Estate,Suspicious Transaction Report,Quebec,14,1604.08,2015-03-01,H2Z
2019,1,Money Services Businesses,Suspicious Transaction Report,Saskatchewan,8,1743.35,2019-01-01,X3X
2020,1,Securities Dealers,Suspicious Transaction Report,Yukon,7,5564.58,2020-01-01,H4Z
2024,5,Banking,Large Cash Transaction Report,Quebec,11,59893.39,2024-05-01,T6T
2020,3,Banking,Suspicious Transaction Report,New Brunswick,15,1988.53,2020-03-01,E0C
2019,3,Accountants,Large Cash Transaction Report,Manitoba,11,14853.4,2019-03-01,T1T
2022,11,Banking,Large Cash Transaction Report,Northwest Territories,9,21.34,2022-11-01,T0C
2019,2,Money Services Businesses,Large Cash Transaction Report,Quebec,18,843.91,2019-02-01,B5M
2024,9,Securities Dealers,Casino Disbursement Report,Saskatchewan,10,5258.56,2024-09-01,B6R
2017,11,Banking,Electronic Funds Transfer Report,Saskatchewan,13,9607.07,2017-11-01,T8R
2017,6,Casinos,Suspicious Transaction Report,New Brunswick,13,1943.01,2017-06-01,M5R
2018,7,Banking,Suspicious Transaction Report,Nunavut,9,1085.96,2018-07-01,T4C
2024,2,Money Services Businesses,Electronic Funds Transfer Report,Saskatchewan,17,1313.83,2024-02-01,B3E
2022,11,Real Estate,Suspicious Transaction Report,British Columbia,15,11757.03,2022-11-01,A9L
2023,1,Life Insurance,Suspicious Transaction Report,New Brunswick,10,1714.15,2023-01-01,E4V
2021,8,Real Estate,Electronic Funds Transfer Report,Quebec,12,9028.5,2021-08-01,A6B
2016,10,Life Insurance,Suspicious Transaction Report,Newfoundland and Labrador,7,1669.73,2016-10-01,G8S
2023,4,Securities Dealers,Large Cash Transaction Report,Saskatchewan,13,5964.15,2023-04-01,E2J
2020,9,Real Estate,Electronic Funds Transfer Report,Ontario,9,12727.89,2020-09-01,K3V
2020,12,Casinos,Electronic Funds Transfer Report,Alberta,12,2808.88,2020-12-01,S3R
2020,9,Securities Dealers,Electronic Funds Transfer Report,Ontario,12,3676.68,2020-09-01,S0G
2015,11,Securities Dealers,Large Cash Transaction Report,British Columbia,12,3166.75,2015-11-01,S4Z
2023,12,Securities Dealers,Electronic Funds Transfer Report,Prince Edward Island,14,8484.7,2023-12-01,E6T
2020,4,Banking,Suspicious Transaction Report,Saskatchewan,7,23196.61,2020-04-01,G8L
2021,10,Banking,Suspicious Transaction Report,British Columbia,13,2407.71,2021-10-01,Y3C
2015,3,Banking,Suspicious Transaction Report,Manitoba,3,181.23,2015-03-01,K2R
2019,5,Real Estate,Suspicious Transaction Report,New Brunswick,14,916.35,2019-05-01,M7T
2017,6,Securities Dealers,Electronic Funds Transfer Report,New Brunswick,10,8815.3,2017-06-01,M7Z
2023,10,Real Estate,Suspicious Transaction Report,Yukon,10,4136.4,2023-10-01,T7T
2016,4,Life Insurance,Large Cash Transaction Report,Newfoundland and Labrador,7,5633.2,2016-04-01,L8G
2018,1,Banking,Large Cash Transaction Report,Nunavut,10,2278.28,2018-01-01,S0B
2017,7,Banking,Suspicious Transaction Report,Alberta,9,4774.05,2017-07-01,A0B
2023,5,Money Services Businesses,Large Cash Transaction Report,Manitoba,11,3681.16,2023-05-01,M1H
2017,2,Casinos,Large Cash Transaction Report,Alberta,8,3339.44,2017-02-01,M8S
2015,11,Real Estate,Electronic Funds Transfer Report,Nova Scotia,11,50929.27,2015-11-01,R0C
2022,9,Life Insurance,Electronic Funds Transfer Report,Nunavut,7,711.49,2022-09-01,V7P
2015,8,Life Insurance,Suspicious Transaction Report,Newfoundland and Labrador,14,105.69,2015-08-01,P6V
2015,10,Securities Dealers,Casino Disbursement Report,Saskatchewan,10,7010.49,2015-10-01,J3K
2021,7,Banking,Suspicious Transaction Report,Northwest Territories,12,789.32,2021-07-01,V1C
2023,9,Banking,Large Cash Transaction Report,Northwest Territories,6,16692.52,2023-09-01,S8B
2018,10,Money Services Businesses,Casino Disbursement Report,Quebec,12,10868.87,2018-10-01,A0P
2024,2,Banking,Suspicious Transaction Report,Nova Scotia,11,7540.32,2024-02-01,H1W
2018,3,Life Insurance,Suspicious Transaction Report,British Columbia,8,57090.14,2018-03-01,B8J
2019,9,Securities Dealers,Large Cash Transaction Report,New Brunswick,4,10925.47,2019-09-01,J1X
2019,6,Banking,Electronic Funds Transfer Report,British Columbia,10,1857.29,2019-06-01,G8J
2016,2,Life Insurance,Suspicious Transaction Report,Newfoundland and Labrador,4,22001.81,2016-02-01,R5P
2023,6,Money Services Businesses,Electronic Funds Transfer Report,Ontario,8,17227.63,2023-06-01,B5A
2024,5,Banking,Suspicious Transaction Report,Saskatchewan,19,5831.34,2024-05-01,R6L
2023,10,Notaries,Electronic Funds Transfer Report,Northwest Territories,10,22170.46,2023-10-01,Y7C
2023,5,Securities Dealers,Suspicious Transaction Report,Prince Edward Island,11,17293.58,2023-05-01,A5G
2023,5,Money Services Businesses,Large Cash Transaction Report,Nova Scotia,8,28027.26,2023-05-01,H9X
2015,2,Casinos,Suspicious Transaction Report,British Columbia,15,992.58,2015-02-01,P6V
2022,6,Banking,Suspicious Transaction Report,Saskatchewan,13,1702.38,2022-06-01,Y0N
2022,7,Real Estate,Suspicious Transaction Report,Northwest Territories,13,47982.7,2022-07-01,M7V
2018,9,Life Insurance,Large Cash Transaction Report,Yukon,17,7950.53,2018-09-01,N3X
2024,5,Banking,Electronic Funds Transfer Report,Prince Edward Island,9,10297.93,2024-05-01,L3J
2015,11,Money Services Businesses,Electronic Funds Transfer Report,British Columbia,11,34122.83,2015-11-01,V5L
2015,11,Real Estate,Large Cash Transaction Report,Newfoundland and Labrador,5,43.07,2015-11-01,S3M
2015,5,Life Insurance,Suspicious Transaction Report,Saskatchewan,11,6698.32,2015-05-01,Y1H
2017,9,Life Insurance,Electronic Funds Transfer Report,Northwest Territories,7,16088.85,2017-09-01,P4T
2024,6,Banking,Electronic Funds Transfer Report,New Brunswick,14,27.68,2024-06-01,J7Z
2017,7,Banking,Large Cash Transaction Report,Alberta,9,4088.94,2017-07-01,J4E
2018,4,Securities Dealers,Large Cash Transaction Report,New Brunswick,9,9532.44,2018-04-01,C8Z
2016,4,Money Services Businesses,Suspicious Transaction Report,Manitoba,12,570.69,2016-04-01,H1A
2023,1,Casinos,Suspicious Transaction Report,New Brunswick,12,11003.11,2023-01-01,M8C
2024,11,Securities Dealers,Suspicious Transaction Report,Yukon,10,59219.73,2024-11-01,B3C
2023,5,Banking,Large Cash Transaction Report,Yukon,12,19953.82,2023-05-01,S3P
2024,2,Banking,Electronic Funds Transfer Report,Quebec,4,10144.72,2024-02-01,A4B
2021,5,Banking,Electronic Funds Transfer Report,Yukon,14,51935.69,2021-05-01,T2Y
2016,5,Banking,Suspicious Transaction Report,British Columbia,20,14894.9,2016-05-01,P0R
2017,4,Money Services Businesses,Large Cash Transaction Report,Prince Edward Island,12,10261.85,2017-04-01,N0Y
2022,12,Banking,Suspicious Transaction Report,Alberta,11,6186.7,2022-12-01,M2X
2023,10,Real Estate,Large Cash Transaction Report,Ontario,12,7435.63,2023-10-01,A2H
2018,9,Money Services Businesses,Suspicious Transaction Report,Manitoba,7,3096.76,2018-09-01,S1L
2023,5,Real Estate,Large Cash Transaction Report,British Columbia,10,1049.31,2023-05-01,G6N
2018,6,Securities Dealers,Electronic Funds Transfer Report,Nova Scotia,12,5025.49,2018-06-01,K6K
2016,1,Money Services Businesses,Electronic Funds Transfer Report,Quebec,11,6106.12,2016-01-01,R2J
2021,12,Securities Dealers,Suspicious Transaction Report,Northwest Territories,10,5159.2,2021-12-01,J9T
2023,5,Notaries,Suspicious Transaction Report,Yukon,11,65583.76,2023-05-01,L9C
2016,12,Life Insurance,Suspicious Transaction Report,Ontario,13,225.74,2016-12-01,B2K
2022,9,Money Services Businesses,Large Cash Transaction Report,Quebec,11,63066.46,2022-09-01,G2K
2020,12,Money Services Businesses,Suspicious Transaction Report,British Columbia,8,792.66,2020-12-01,X1J
2023,11,Banking,Suspicious Transaction Report,Prince Edward Island,10,5788.1,2023-11-01,J7V
2019,6,Life Insurance,Casino Disbursement Report,Manitoba,8,6619.18,2019-06-01,M9L
2015,9,Notaries,Suspicious Transaction Report,Saskatchewan,8,1362.87,2015-09-01,A2R
2019,12,Banking,Large Cash Transaction Report,New Brunswick,9,17741.66,2019-12-01,J0Y
2024,4,Money Services Businesses,Suspicious Transaction Report,Yukon,18,19088.58,2024-04-01,L6Y
2021,2,Securities Dealers,Large Cash Transaction Report,Alberta,8,10411.41,2021-02-01,B4T
2021,9,Real Estate,Suspicious Transaction Report,Alberta,7,28932.93,2021-09-01,L3M
2018,4,Banking,Large Cash Transaction Report,Yukon,10,134.21,2018-04-01,L9K
2024,11,Banking,Large Cash Transaction Report,Quebec,6,5387.73,2024-11-01,X0S
2020,2,Banking,Casino Disbursement Report,British Columbia,9,6404.32,2020-02-01,K5Z
2020,1,Banking,Suspicious Transaction Report,British Columbia,15,4408.54,2020-01-01,Y7C
2024,2,Life Insurance,Large Cash Transaction Report,Quebec,9,11714.51,2024-02-01,B1S
2024,5,Banking,Suspicious Transaction Report,Ontario,9,54699.27,2024-05-01,L9V
2015,3,Money Services Businesses,Large Cash Transaction Report,Quebec,18,8217.05,2015-03-01,C6K
2019,6,Real Estate,Suspicious Transaction Report,Manitoba,6,7851.44,2019-06-01,B8N
2021,4,Banking,Large Cash Transaction Report,New Brunswick,7,10768.84,2021-04-01,Y3C
2019,2,Banking,Suspicious Transaction Report,Manitoba,9,575.8,2019-02-01,K8C
2022,7,Notaries,Large Cash Transaction Report,Nunavut,14,42634.77,2022-07-01,L6N
2015,12,Money Services Businesses,Large Cash Transaction Report,British Columbia,10,3274.92,2015-12-01,E2C
2023,11,Banking,Large Cash Transaction Report,Nova Scotia,12,4617.68,2023-11-01,A1P
2016,6,Banking,Suspicious Transaction Report,Alberta,5,16554.01,2016-06-01,Y5E
2022,8,Notaries,Suspicious Transaction Report,Nova Scotia,12,8789.44,2022-08-01,K5T
2019,10,Banking,Large Cash Transaction Report,New Brunswick,9,8244.12,2019-10-01,R2B
2024,5,Life Insurance,Suspicious Transaction Report,British Columbia,9,5614.24,2024-05-01,S4L
2021,3,Banking,Suspicious Transaction Report,Prince Edward Island,4,5951.37,2021-03-01,E8J
2021,4,Securities Dealers,Electronic Funds Transfer Report,Ontario,7,32819.21,2021-04-01,R2M
2015,5,Real Estate,Electronic Funds Transfer Report,New Brunswick,9,5134.85,2015-05-01,C3X
2022,5,Banking,Electronic Funds Transfer Report,Saskatchewan,6,35476.87,2022-05-01,R7J
2017,6,Banking,Large Cash Transaction Report,British Columbia,9,19674.5,2017-06-01,H2P
2018,9,Securities Dealers,Electronic Funds Transfer Report,Newfoundland and Labrador,16,8096.21,2018-09-01,Y2S
2017,4,Money Services Businesses,Suspicious Transaction Report,Ontario,14,4749.54,2017-04-01,E4C
2016,7,Banking,Large Cash Transaction Report,New Brunswick,5,2413.06,2016-07-01,Y6V
2021,7,Securities Dealers,Suspicious Transaction Report,Newfoundland and Labrador,11,3839.09,2021-07-01,C6S
2024,6,Banking,Electronic Funds Transfer Report,Prince Edward Island,7,1796.34,2024-06-01,Y2E
2019,1,Banking,Large Cash Transaction Report,Ontario,4,13803.08,2019-01-01,R4V
2021,9,Securities Dealers,Electronic Funds Transfer Report,Newfoundland and Labrador,7,5128.6,2021-09-01,M7M
2015,6,Casinos,Electronic Funds Transfer Report,Manitoba,8,3644.73,2015-06-01,K0J
2024,3,Banking,Large Cash Transaction Report,Manitoba,8,11930.79,2024-03-01,K2L
2016,11,Money Services Businesses,Large Cash Transaction Report,Northwest Territories,14,6182.53,2016-11-01,Y4T
2020,2,Banking,Suspicious Transaction Report,Manitoba,11,1094.12,2020-02-01,Y7W
2020,12,Banking,Large Cash Transaction Report,Northwest Territories,7,18390.34,2020-12-01,A3S
2017,12,Banking,Large Cash Transaction Report,Ontario,14,12273.44,2017-12-01,P0A
2024,3,Securities Dealers,Suspicious Transaction Report,Manitoba,4,6530.76,2024-03-01,T7T
2015,11,Banking,Casino Disbursement Report,Nunavut,5,3350.01,2015-11-01,G4P
2017,1,Money Services Businesses,Casino Disbursement Report,Prince Edward Island,12,9900.74,2017-01-01,E6J
2018,3,Casinos,Suspicious Transaction Report,Yukon,9,5018.88,2018-03-01,C0H
2015,5,Banking,Electronic Funds Transfer Report,Prince Edward Island,8,5116.66,2015-05-01,H8P
2021,4,Life Insurance,Suspicious Transaction Report,Saskatchewan,9,3298.97,2021-04-01,R8G
2017,10,Banking,Large Cash Transaction Report,Manitoba,10,5759.4,2017-10-01,V3N
2022,1,Banking,Large Cash Transaction Report,Saskatchewan,4,7869.36,2022-01-01,S5M
2021,5,Banking,Electronic Funds Transfer Report,Yukon,11,22563.84,2021-05-01,G8W
2020,3,Securities Dealers,Suspicious Transaction Report,Nunavut,11,6740.57,2020-03-01,T8B
2022,10,Banking,Electronic Funds Transfer Report,Newfoundland and Labrador,17,5540.39,2022-10-01,B6T
2023,11,Life Insurance,Electronic Funds Transfer Report,Nova Scotia,16,9072.04,2023-11-01,P9X
2016,7,Banking,Large Cash Transaction Report,Northwest Territories,6,5934.53,2016-07-01,Y2X
2024,10,Securities Dealers,Large Cash Transaction Report,Yukon,7,2223.84,2024-10-01,B1N
2023,11,Money Services Businesses,Large Cash Transaction Report,Manitoba,9,3266.33,2023-11-01,K0N
2024,8,Banking,Electronic Funds Transfer Report,Prince Edward Island,9,7918.38,2024-08-01,X8P
2019,5,Money Services Businesses,Casino Disbursement Report,Newfoundland and Labrador,15,7607.06,2019-05-01,J7X
